Brand Name,Shirt Name,Rating,Price,URL,No. of ratings,Colour,Sleeve,Neck,Material,Fit Type,PG
Tripr,"Solid Men Hooded Neck Light Blue, Black, Grey T-Shirt",4,659,https://www.flipkart.com/tripr-solid-men-hooded-neck-light-blue-black-grey-t-shirt/p/itm4d739d860f21b?pid=TSHFSXGQ3BSZG7UJ&lid=LSTTSHFSXGQ3BSZG7UJ7DYBRH&marketplace=FLIPKART&srno=s_6_210&otracker=search&otracker1=search&fm=organic&iid=en_9GObRDk74Y%2FxvgvfIUVMIp1NdCJmQSH514qPlM4h3ZqxJ8R2OX4jbGEN7yLKkVekTmPaGu7SlaspqIsGaVIllQ%3D%3D&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,31622,brand_multicolor5,Full Sleeve,Hooded Neck,Cotton Blend,Regular,6
U.S.Polo Association,Solid Men Polo Neck Blue T-Shirt,4.1,1199,https://www.flipkart.com/u-s-polo-association-solid-men-polo-neck-blue-t-shirt/p/itm13168e90f1204?pid=TSHFN2JY6AZRQDXS&lid=LSTTSHFN2JY6AZRQDXSQ6UBYB&marketplace=FLIPKART&srno=s_6_211&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFN2JY6AZRQDXS.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,20,MARINE BLUE,Short Sleeve,Polo Neck,Pure Cotton,Regular,6
Maniac,"Solid Men Round Neck Dark Blue, Pink T-Shirt",4,649,https://www.flipkart.com/maniac-solid-men-round-neck-dark-blue-pink-t-shirt/p/itm409c744a2153d?pid=TSHFSTFZJNNPAAVC&lid=LSTTSHFSTFZJNNPAAVCL8EXKS&marketplace=FLIPKART&srno=s_6_212&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFSTFZJNNPAAVC.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,113,"Dark Blue,Pink",Short Sleeve,Round Neck,Pure Cotton,Slim Fit,6
Tripr,"Striped Men V Neck Maroon, Grey T-Shirt",4,380,https://www.flipkart.com/tripr-striped-men-v-neck-maroon-grey-t-shirt/p/itmcc93413e7da23?pid=TSHFNGTVUKJFKEKY&lid=LSTTSHFNGTVUKJFKEKYB1N6YS&marketplace=FLIPKART&srno=s_6_213&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFNGTVUKJFKEKY.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,2073,brand_multicolor5,Full Sleeve,V Neck,Cotton Blend,Regular,6
LEWEL,"Color Block Men Hooded Neck White, Blue, Yellow T-Shirt",4,469,https://www.flipkart.com/lewel-color-block-men-hooded-neck-white-blue-yellow-t-shirt/p/itmdeb5477c07276?pid=TSHFGXA992XGBHYR&lid=LSTTSHFGXA992XGBHYRD9FMSU&marketplace=FLIPKART&srno=s_6_214&otracker=search&otracker1=search&fm=organic&iid=en_9GObRDk74Y%2FxvgvfIUVMIp1NdCJmQSH514qPlM4h3Zq65LPTIJWsaEYaUyKJ5kW19JAmG1VD7rtpg%2By00nAi%2Bw%3D%3D&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,72054,"Yellow, White, Blue",Full Sleeve,Hooded Neck,Cotton Blend,Regular,6
Tripr,"Checkered Men Polo Neck Blue, Black T-Shirt",4,350,https://www.flipkart.com/tripr-checkered-men-polo-neck-blue-black-t-shirt/p/itm20743cfa7ae17?pid=TSHFPJEK6M3AHGZY&lid=LSTTSHFPJEK6M3AHGZYVYGNCL&marketplace=FLIPKART&srno=s_6_215&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFPJEK6M3AHGZY.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,788,Black-Royal Blue,Half Sleeve,Polo Neck,Cotton Blend,Regular,6
Axter,Solid Men Polo Neck Multicolor T-Shirt,3.9,649,https://www.flipkart.com/axter-solid-men-polo-neck-multicolor-t-shirt/p/itm53ea6436b2b20?pid=TSHFSFVGZJH65SEV&lid=LSTTSHFSFVGZJH65SEVVPAFPO&marketplace=FLIPKART&srno=s_6_216&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFSFVGZJH65SEV.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,153,Multicolor,Half Sleeve,Polo Neck,Cotton Blend,REGULAR,6
Purpleheart,"Military Camouflage Men Round or Crew Green, Brown T-Sh...",3.4,299,https://www.flipkart.com/purpleheart-military-camouflage-men-round-crew-green-brown-t-shirt/p/itmf4wz7m97gayeu?pid=TSHF4WSUTM2RYZGN&lid=LSTTSHF4WSUTM2RYZGNKRAIHD&marketplace=FLIPKART&srno=s_6_217&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHF4WSUTM2RYZGN.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,1283,Multicolor,Half Sleeve,Round or Crew,Cotton Blend,Slim Fit,6
Billion,PerfectFit Self Design Men V Neck Red T-Shirt,3.9,357,https://www.flipkart.com/billion-perfectfit-self-design-men-v-neck-red-t-shirt/p/itm3856debe5cf97?pid=TSHEXR88ZPQDYTGZ&lid=LSTTSHEXR88ZPQDYTGZICF1KK&marketplace=FLIPKART&srno=s_6_218&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHEXR88ZPQDYTGZ.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,6268,"Maroon, Orange",Half Sleeve,V Neck,Cotton Blend,Slim,6
Tripr,Abstract Men Hooded Neck Red T-Shirt,4,380,https://www.flipkart.com/tripr-abstract-men-hooded-neck-red-t-shirt/p/itmfdyzfvgtmnvxs?pid=TSHFDYGV9HKDGBHJ&lid=LSTTSHFDYGV9HKDGBHJZUKD5M&marketplace=FLIPKART&srno=s_6_219&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFDYGV9HKDGBHJ.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,72899,Red,Full Sleeve,Hooded Neck,Cotton Blend,Regular,6
The EG Store,Color Block Men Round Neck Grey T-Shirt,3.8,319,https://www.flipkart.com/eg-store-color-block-men-round-neck-grey-t-shirt/p/itm0534a077dd6e0?pid=TSHFEJWYH7Y9SAKJ&lid=LSTTSHFEJWYH7Y9SAKJRNUHE3&marketplace=FLIPKART&srno=s_6_220&otracker=search&otracker1=search&fm=organic&iid=en_9GObRDk74Y%2FxvgvfIUVMIp1NdCJmQSH514qPlM4h3ZoZ4t%2BdX5ZB0ZcrZiqeumTI5pZh0Ig4CxtHQ%2FWAcbEKiA%3D%3D&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,2127,Grey,Short Sleeve,Round Neck,Polycotton,Slim,6
REEBOK,Solid Men Polo Neck Dark Blue T-Shirt,4.1,839,https://www.flipkart.com/reebok-solid-men-polo-neck-dark-blue-t-shirt/p/itm9efd2c14dd446?pid=TSHFZ3JCEFHQGGHP&lid=LSTTSHFZ3JCEFHQGGHPCBYEA9&marketplace=FLIPKART&srno=s_6_221&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFZ3JCEFHQGGHP.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,12,NTNAVY,Short Sleeve,Polo Neck,Polyester,Regular,6
Seven Rocks,"Striped Men Round Neck Dark Blue, White, Orange T-Shirt",3.9,399,https://www.flipkart.com/seven-rocks-striped-men-round-neck-dark-blue-white-orange-t-shirt/p/itmfezdvmnhs9zgz?pid=TSHFEZCHGYG68M7H&lid=LSTTSHFEZCHGYG68M7HYXURJZ&marketplace=FLIPKART&srno=s_6_222&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFEZCHGYG68M7H.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,663,Navy Blue ; Orange,Full Sleeve,Round Neck,Polycotton,Regular,6
Metronaut,Solid Men Polo Neck Grey T-Shirt,3.9,602,https://www.flipkart.com/metronaut-solid-men-polo-neck-grey-t-shirt/p/itm8eae848a92f66?pid=TSHFGYFEXHNYZBGN&lid=LSTTSHFGYFEXHNYZBGNS1PVQW&marketplace=FLIPKART&srno=s_6_223&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFGYFEXHNYZBGN.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,85,Grey,Half Sleeve,Polo Neck,Polycotton,Slim,6
Peter England University,Solid Men Henley Neck White T-Shirt,4.5,719,https://www.flipkart.com/peter-england-university-solid-men-henley-neck-white-t-shirt/p/itm9eec9750c8a21?pid=TSHFKYBUZQ7WJGHP&lid=LSTTSHFKYBUZQ7WJGHPR3NVM6&marketplace=FLIPKART&srno=s_6_224&otracker=search&otracker1=search&fm=organic&iid=en_9GObRDk74Y%2FxvgvfIUVMIp1NdCJmQSH514qPlM4h3Zq8jRvMgDElXGWQWJCslUZ4K8oHVCXWH5ljQ6U%2B0uwKoA%3D%3D&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,14,white,Short Sleeve,Henley Neck,Polycotton,Regular,6
GHPC,Color Block Men Polo Neck Multicolor T-Shirt,3.8,499,https://www.flipkart.com/ghpc-color-block-men-polo-neck-multicolor-t-shirt/p/itm029fd2a6efa11?pid=TSHFNMFH9FUJRMBQ&lid=LSTTSHFNMFH9FUJRMBQ30XCJD&marketplace=FLIPKART&srno=s_6_225&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFNMFH9FUJRMBQ.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,212,multi,Half Sleeve,Polo Neck,Cotton Blend,Slim Fit,6
M7 By Metronaut,Printed Men Round Neck Blue T-Shirt,4.4,499,https://www.flipkart.com/m7-metronaut-printed-men-round-neck-blue-t-shirt/p/itmfc2646df83e1b?pid=TSHFGP4GNRHGEZYQ&lid=LSTTSHFGP4GNRHGEZYQN8DHDC&marketplace=FLIPKART&srno=s_6_226&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFGP4GNRHGEZYQ.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,36,Blue,Half Sleeve,Round Neck,Polycotton,Slim,6
Peter England,Solid Men Polo Neck Grey T-Shirt,3.9,519,https://www.flipkart.com/peter-england-solid-men-polo-neck-grey-t-shirt/p/itmf3ysrggwzh7z8?pid=TSHEYK8XJDZWXSND&lid=LSTTSHEYK8XJDZWXSNDYRD8XG&marketplace=FLIPKART&srno=s_6_227&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHEYK8XJDZWXSND.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,54,Grey,Half Sleeve,Polo Neck,Cotton Blend,Regular Fit,6
Tripr,Color Block Men V Neck Multicolor T-Shirt,4,616,https://www.flipkart.com/tripr-color-block-men-v-neck-multicolor-t-shirt/p/itm58122b9279709?pid=TSHFSMMZBG2GNVPC&lid=LSTTSHFSMMZBG2GNVPCNKTRWR&marketplace=FLIPKART&srno=s_6_228&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFSMMZBG2GNVPC.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,2073,brand_multicolor1,Full Sleeve,V Neck,Cotton Blend,Casual,6
ADIDAS,Printed Men Round Neck Black T-Shirt,4.1,913,https://www.flipkart.com/adidas-printed-men-round-neck-black-t-shirt/p/itm73c06b9177722?pid=TSHFGP3YBVNPGSHA&lid=LSTTSHFGP3YBVNPGSHAUYVZEG&marketplace=FLIPKART&srno=s_6_229&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFGP3YBVNPGSHA.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,61,BLACK/BLACK,Half Sleeve,Round Neck,Pure Cotton,Regular,6
Tripr,"Solid Men Hooded Neck Dark Blue, Light Blue, Grey T-Shi...",4,649,https://www.flipkart.com/tripr-solid-men-hooded-neck-dark-blue-light-grey-t-shirt/p/itmf9c9acc4c5bf0?pid=TSHFSXGQBHYRQAHA&lid=LSTTSHFSXGQBHYRQAHAAX3M5J&marketplace=FLIPKART&srno=s_6_230&otracker=search&otracker1=search&fm=organic&iid=en_9GObRDk74Y%2FxvgvfIUVMIp1NdCJmQSH514qPlM4h3ZouMAwKmD%2FjVoI8OSL%2BPdSn6Jv9xBCCthjjR3KoTNdHXQ%3D%3D&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,31622,brand_multicolor4,Full Sleeve,Hooded Neck,Cotton Blend,Regular,6
Louis Philippe,Solid Men Polo Neck Maroon T-Shirt,4,699,https://www.flipkart.com/louis-philippe-solid-men-polo-neck-maroon-t-shirt/p/itm0df8272419149?pid=TSHFMEZDMAGNVVSE&lid=LSTTSHFMEZDMAGNVVSEFWCCLU&marketplace=FLIPKART&srno=s_6_231&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFMEZDMAGNVVSE.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,5,Maroon,Half Sleeve,Polo Neck,Pure Cotton,Slim Fit,6
Metronaut,Solid Men Polo Neck Black T-Shirt,3.8,547,https://www.flipkart.com/metronaut-solid-men-polo-neck-black-t-shirt/p/itm7fefa0b45c263?pid=TSHFJKFMZGGSWGYH&lid=LSTTSHFJKFMZGGSWGYHZNJK3C&marketplace=FLIPKART&srno=s_6_232&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFJKFMZGGSWGYH.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,207,Black,Short Sleeve,Polo Neck,Pure Cotton,Slim,6
WEFT,Solid Men V Neck Multicolor T-Shirt,4,449,https://www.flipkart.com/weft-solid-men-v-neck-multicolor-t-shirt/p/itm6bb7f53b9a3c0?pid=TSHFGUJWPWSBA3ZK&lid=LSTTSHFGUJWPWSBA3ZKTLSNVU&marketplace=FLIPKART&srno=s_6_233&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFGUJWPWSBA3ZK.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,1064,MAROON/DARKGREY,Half Sleeve,V Neck,Cotton Blend,Slim Fit,6
THE EG STORE,Color Block Men Round Neck Red T-Shirt,3.7,299,https://www.flipkart.com/eg-store-color-block-men-round-neck-red-t-shirt/p/itmf5cdaff36e6f1?pid=TSHFGSYMPW3WGMGZ&lid=LSTTSHFGSYMPW3WGMGZI83QXE&marketplace=FLIPKART&srno=s_6_234&otracker=search&otracker1=search&fm=organic&iid=en_9GObRDk74Y%2FxvgvfIUVMIp1NdCJmQSH514qPlM4h3ZpIWAcZhqjRI38dtblrQUrh2fa2LVrgm5EN95EgJUwM%2FA%3D%3D&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,166,Red,Half Sleeve,Round Neck,Polycotton,THE EG STORE,6
Try This,Solid Men Asymmetric Black T-Shirt,4,299,https://www.flipkart.com/try-solid-men-asymmetric-black-t-shirt/p/itmfajgbeu2xej6d?pid=TSHFAJGPJE4EZBRS&lid=LSTTSHFAJGPJE4EZBRSZUAULA&marketplace=FLIPKART&srno=s_6_235&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFAJGPJE4EZBRS.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,136,Black,Full Sleeve,Asymmetric,Cotton Blend,Regular Fit,6
Try This,"Color Block Men Round Neck White, Grey T-Shirt",4,358,https://www.flipkart.com/try-color-block-men-round-neck-white-grey-t-shirt/p/itm11affbe96dcd9?pid=TSHFGZR2FKFF3UY3&lid=LSTTSHFGZR2FKFF3UY3BR4UAI&marketplace=FLIPKART&srno=s_6_236&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFGZR2FKFF3UY3.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,851,"White, Grey",3/4 Sleeve,Round Neck,Cotton Blend,S,6
Maniac,"Solid Men Round Neck Dark Green, Black T-Shirt",4,649,https://www.flipkart.com/maniac-solid-men-round-neck-dark-green-black-t-shirt/p/itmdc7679418f552?pid=TSHFSTFZWKQJQYST&lid=LSTTSHFSTFZWKQJQYST6O3ZGG&marketplace=FLIPKART&srno=s_6_237&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFSTFZWKQJQYST.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,113,"Dark Green,Black",Short Sleeve,Round Neck,Pure Cotton,Slim Fit,6
HEMLOCK,Solid Men Polo Neck Blue T-Shirt,3.2,289,https://www.flipkart.com/hemlock-solid-men-polo-neck-blue-t-shirt/p/itm552c8e7ee4315?pid=TSHFSS4KZFRRYUBW&lid=LSTTSHFSS4KZFRRYUBWECH5FC&marketplace=FLIPKART&srno=s_6_238&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFSS4KZFRRYUBW.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,10,Blue,Half Sleeve,Polo Neck,Pure Cotton,Regular,6
Metronaut,Striped Men Polo Neck Red T-Shirt,4.2,549,https://www.flipkart.com/metronaut-striped-men-polo-neck-red-t-shirt/p/itmfcg4yz4h8fmfe?pid=TSHFCG4Y2KDMERQT&lid=LSTTSHFCG4Y2KDMERQTPYKJ8H&marketplace=FLIPKART&srno=s_6_239&otracker=search&otracker1=search&fm=organic&iid=501f3e0f-b870-4c1a-9acf-23ee43b93fdf.TSHFCG4Y2KDMERQT.SEARCH&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,443,Red,Half Sleeve,Polo Neck,Polycotton,Regular,6
FLEXIMAA,Printed Men Round or Crew Blue T-Shirt,3.9,379,https://www.flipkart.com/fleximaa-printed-men-round-crew-blue-t-shirt/p/itmf3ytaytw9nsjz?pid=TSHEYK2EZHYXBRV5&lid=LSTTSHEYK2EZHYXBRV5ORZST3&marketplace=FLIPKART&srno=s_6_240&otracker=search&otracker1=search&fm=organic&iid=en_9GObRDk74Y%2FxvgvfIUVMIp1NdCJmQSH514qPlM4h3ZpTNUMDfgxJkdZNgNZrnVYmH8RA9HdAu%2BJGI1tlHeUvKg%3D%3D&ssid=oockqool0w0000001594639278356&qH=314c11a226d7cd83,2142,Navy Blue,Full Sleeve,Round or Crew,Cotton Blend,Regular,6
REEBOK,Color Block Men Round Neck Grey T-Shirt,4,825,https://www.flipkart.com/reebok-color-block-men-round-neck-grey-t-shirt/p/itmf1839c14caa58?pid=TSHFZ3JDQCKAB8BF&lid=LSTTSHFZ3JDQCKAB8BFXNGYWM&marketplace=FLIPKART&srno=s_7_241&otracker=search&otracker1=search&fm=organic&iid=6c3f5514-fd60-4c4e-8f70-a94c6c0eb893.TSHFZ3JDQCKAB8BF.SEARCH&ssid=kmc4kqgqls0000001594639310166&qH=314c11a226d7cd83,21,BLACK,Short Sleeve,Round Neck,Polyester,Regular,7
SCATCHITE,Printed Men Hooded Neck Multicolor T-Shirt,3.9,404,https://www.flipkart.com/scatchite-printed-men-hooded-neck-multicolor-t-shirt/p/itm2a7077185843a?pid=TSHFP3SFV9BEZE3Q&lid=LSTTSHFP3SFV9BEZE3QSRL4BN&marketplace=FLIPKART&srno=s_7_242&otracker=search&otracker1=search&fm=organic&iid=6c3f5514-fd60-4c4e-8f70-a94c6c0eb893.TSHFP3SFV9BEZE3Q.SEARCH&ssid=kmc4kqgqls0000001594639310166&qH=314c11a226d7cd83,1337,Mustard,Full Sleeve,Hooded Neck,Cotton Blend,Regular,7
Wearza,"Color Block Men Round Neck Dark Blue, Red, White T-Shir...",3.8,284,https://www.flipkart.com/wearza-color-block-men-round-neck-dark-blue-red-white-t-shirt/p/itmfdgwjusarqmhw?pid=TSHFDGNTHTNAW5D7&lid=LSTTSHFDGNTHTNAW5D70TBBP0&marketplace=FLIPKART&srno=s_7_243&otracker=search&otracker1=search&fm=organic&iid=6c3f5514-fd60-4c4e-8f70-a94c6c0eb893.TSHFDGNTHTNAW5D7.SEARCH&ssid=kmc4kqgqls0000001594639310166&qH=314c11a226d7cd83,10500,Red,Full Sleeve,Round Neck,Cotton Blend,Regular,7
The EG Store,Color Block Men Round Neck Red T-Shirt,3.8,328,https://www.flipkart.com/eg-store-color-block-men-round-neck-red-t-shirt/p/itma955b401c2425?pid=TSHFGXTNP9YNGNVC&lid=LSTTSHFGXTNP9YNGNVCH2ADBO&marketplace=FLIPKART&srno=s_7_244&otracker=search&otracker1=search&fm=organic&iid=en_yOumWefnByZ5IVA4qSqhZwLeTOFTsErM96QAZ63Fpi99F5Q8FpSAxDlYRwj6kJzsmd9YHhnRXdeTppJzUR69MQ%3D%3D&ssid=kmc4kqgqls0000001594639310166&qH=314c11a226d7cd83,14194,Red,Full Sleeve,Round Neck,Polycotton,Slim,7
U.S.Polo Association,"Printed Men Round Neck Blue, Beige T-Shirt",3.8,799,https://www.flipkart.com/u-s-polo-association-printed-men-round-neck-blue-beige-t-shirt/p/itm70ed84135288a?pid=TSHFN2JY8GEHNNHV&lid=LSTTSHFN2JY8GEHNNHV2XLVSV&marketplace=FLIPKART&srno=s_7_245&otracker=search&otracker1=search&fm=organic&iid=6c3f5514-fd60-4c4e-8f70-a94c6c0eb893.TSHFN2JY8GEHNNHV.SEARCH&ssid=kmc4kqgqls0000001594639310166&qH=314c11a226d7cd83,5,IVORY,Short Sleeve,Round Neck,Pure Cotton,Regular,7
AUSTIN WOOD,"Striped Men Polo Neck Red, White, Blue T-Shirt",4,379,https://www.flipkart.com/austin-wood-striped-men-polo-neck-red-white-blue-t-shirt/p/itmfe8r8kf48cz46?pid=TSHFE8GFHGPHXKSW&lid=LSTTSHFE8GFHGPHXKSWYRKHAO&marketplace=FLIPKART&srno=s_7_246&otracker=search&otracker1=search&fm=organic&iid=6c3f5514-fd60-4c4e-8f70-a94c6c0eb893.TSHFE8GFHGPHXKSW.SEARCH&ssid=kmc4kqgqls0000001594639310166&qH=314c11a226d7cd83,647,MULTICOLOR,Short Sleeve,Polo Neck,Cotton Blend,Regular,7
U.s.Polo Association,Solid Men Polo Neck Grey T-Shirt,3.9,1049,https://www.flipkart.com/u-s-polo-association-solid-men-polo-neck-grey-t-shirt/p/itm8a031da27af4e?pid=TSHFGNKA6ECZKGTC&lid=LSTTSHFGNKA6ECZKGTCBV9CY5&marketplace=FLIPKART&srno=s_7_247&otracker=search&otracker1=search&fm=organic&iid=6c3f5514-fd60-4c4e-8f70-a94c6c0eb893.TSHFGNKA6ECZKGTC.SEARCH&ssid=kmc4kqgqls0000001594639310166&qH=314c11a226d7cd83,157,GREY MELANGE,Half Sleeve,Polo Neck,Pure Cotton,Regular,7
FabryKa,Graphic Print Men Round or Crew White T-Shirt,3.9,274,https://www.flipkart.com/fabryka-graphic-print-men-round-crew-white-t-shirt/p/itmf82duuxbyh4xv?pid=TSHF8YM3CGUHBAKG&lid=LSTTSHF8YM3CGUHBAKGCRV0DT&marketplace=FLIPKART&srno=s_7_248&otracker=search&otracker1=search&fm=organic&iid=6c3f5514-fd60-4c4e-8f70-a94c6c0eb893.TSHF8YM3CGUHBAKG.SEARCH&ssid=kmc4kqgqls0000001594639310166&qH=314c11a226d7cd83,1104,White,Half Sleeve,Round or Crew,Cotton Blend,Regular,7
Lee,"Striped Men Polo Neck Dark Blue, Yellow T-Shirt",4,1172,https://www.flipkart.com/lee-striped-men-polo-neck-dark-blue-yellow-t-shirt/p/itmfh8c74hky8x9k?pid=TSHFH8C7MT3PG6SQ&lid=LSTTSHFH8C7MT3PG6SQ0K8GFB&marketplace=FLIPKART&srno=s_7_249&otracker=search&otracker1=search&fm=organic&iid=6c3f5514-fd60-4c4e-8f70-a94c6c0eb893.TSHFH8C7MT3PG6SQ.SEARCH&ssid=kmc4kqgqls0000001594639310166&qH=314c11a226d7cd83,11,JSW-NUGGET GOLD,Short Sleeve,Polo Neck,Pure Cotton,Regular,7
Tripr,"Solid Men Hooded Neck Light Blue, Black, Grey T-Shirt",4,659,https://www.flipkart.com/tripr-solid-men-hooded-neck-light-blue-black-grey-t-shirt/p/itm4d739d860f21b?pid=TSHFSXGQ3BSZG7UJ&lid=LSTTSHFSXGQ3BSZG7UJ7DYBRH&marketplace=FLIPKART&srno=s_7_250&otracker=search&otracker1=search&fm=organic&iid=en_yOumWefnByZ5IVA4qSqhZwLeTOFTsErM96QAZ63Fpi9%2BLe7kz%2B8ayXBHLzRvCMPTTmPaGu7SlaspqIsGaVIllQ%3D%3D&ssid=kmc4kqgqls0000001594639310166&qH=314c11a226d7cd83,31622,brand_multicolor5,Full Sleeve,Hooded Neck,Cotton Blend,Regular,7
Maniac,"Striped Men Round Neck Dark Blue, Red T-Shirt",3.9,426,https://www.flipkart.com/maniac-striped-men-round-neck-dark-blue-red-t-shirt/p/itmffwwaefhvvejz?pid=TSHFEM7Q4Q2TNSSG&lid=LSTTSHFEM7Q4Q2TNSSGITAG3P&marketplace=FLIPKART&srno=s_7_251&otracker=search&otracker1=search&fm=organic&iid=6c3f5514-fd60-4c4e-8f70-a94c6c0eb893.TSHFEM7Q4Q2TNSSG.SEARCH&ssid=kmc4kqgqls0000001594639310166&qH=314c11a226d7cd83,5530,Dark Blue,Full Sleeve,Round Neck,Pure Cotton,Slim Fit,7
Metronaut,Solid Men Polo Neck Multicolor T-Shirt,4.1,544,https://www.flipkart.com/metronaut-solid-men-polo-neck-multicolor-t-shirt/p/itmfcg4ymhdwuz7f?pid=TSHFCG4YRZX9NACJ&lid=LSTTSHFCG4YRZX9NACJC9SPY5&marketplace=FLIPKART&srno=s_7_252&otracker=search&otracker1=search&fm=organic&iid=6c3f5514-fd60-4c4e-8f70-a94c6c0eb893.TSHFCG4YRZX9NACJ.SEARCH&ssid=kmc4kqgqls0000001594639310166&qH=314c11a226d7cd83,783,Dark Blue,Half Sleeve,Polo Neck,Cotton,Regular,7
Aelomart,"Color Block Men Round Neck Green, Maroon T-Shirt",4.1,449,https://www.flipkart.com/aelomart-color-block-men-round-neck-green-maroon-t-shirt/p/itme8fec3fffb1aa?pid=TSHFMUPT4AKQRHJK&lid=LSTTSHFMUPT4AKQRHJK61CFIR&marketplace=FLIPKART&srno=s_7_253&otracker=search&otracker1=search&fm=organic&iid=6c3f5514-fd60-4c4e-8f70-a94c6c0eb893.TSHFMUPT4AKQRHJK.SEARCH&ssid=kmc4kqgqls0000001594639310166&qH=314c11a226d7cd83,571,"Green, Maroon",Half Sleeve,Round Neck,Pure Cotton,Regular,7
