Brand Name,Shirt Name,Rating,Price,URL,No. of ratings,Colour,Sleeve,Neck,Material,Fit Type,PG
CHOZI,Printed Women Round Neck Multicolor T-Shirt,,489.0,https://www.flipkart.com/chozi-printed-women-round-neck-multicolor-t-shirt/p/itmaf17e63333cb8?pid=TSHFSA3FEX88MHDR&lid=LSTTSHFSA3FEX88MHDRACWBQT&marketplace=FLIPKART&srno=s_5_162&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFSA3FEX88MHDR.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,,Multicolor,Half Sleeve,Round Neck,Cotton Blend,Loose Fit,5
SBO Fashion,Striped Women Round Neck Pink T-Shirt,3.7,339.0,https://www.flipkart.com/sbo-fashion-striped-women-round-neck-pink-t-shirt/p/itmffest8eakqaxn?pid=TSHFFEQZPSDPWZHX&lid=LSTTSHFFEQZPSDPWZHXLT4AIQ&marketplace=FLIPKART&srno=s_5_163&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFFEQZPSDPWZHX.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,214,Peach,3/4 Sleeve,Round Neck,Pure Cotton,Regular,5
Young Trendz,Abstract Women Round Neck Black T-Shirt,4.0,249.0,https://www.flipkart.com/young-trendz-abstract-women-round-neck-black-t-shirt/p/itmf3yvpywg7ckbp?pid=TSHEX7GEWGXEKFNT&lid=LSTTSHEX7GEWGXEKFNTYHYSHE&marketplace=FLIPKART&srno=s_5_164&otracker=search&otracker1=search&fm=organic&iid=en_LDsckV%2BE6e3HLoLUGKIR1kJWrFLUuwkhnNGP0SL6opz%2BoH%2BZUOo2bhttu6RVeMhb906arGXSpCoHiyf4bctfCA%3D%3D&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,236,Black,Full Sleeve,Round Neck,Cotton Blend,Smart Fit,5
Young Trendz,Graphic Print Women Round Neck Multicolor T-Shirt,3.8,588.0,https://www.flipkart.com/young-trendz-graphic-print-women-round-neck-multicolor-t-shirt/p/itmf9hyemrhh6yzw?pid=TSHF9HHWKYYHYH7T&lid=LSTTSHF9HHWKYYHYH7TVA8FRN&marketplace=FLIPKART&srno=s_5_165&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHF9HHWKYYHYH7T.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,697,"Yellow,White",Short Sleeve,Round Neck,Cotton Blend,Smart Fit,5
Reifica,"Solid Women Round Neck Black, Yellow T-Shirt",4.2,449.0,https://www.flipkart.com/reifica-solid-women-round-neck-black-yellow-t-shirt/p/itmfggdax2zh5yh3?pid=TSHFGGYCZGVJRPKT&lid=LSTTSHFGGYCZGVJRPKTOXR0C5&marketplace=FLIPKART&srno=s_5_166&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFGGYCZGVJRPKT.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,3795,"Black, Yellow",Short Sleeve,Round Neck,Pure Cotton,Regular Fit,5
Reifica,"Solid Women Round Neck Black, Grey T-Shirt",4.2,449.0,https://www.flipkart.com/reifica-solid-women-round-neck-black-grey-t-shirt/p/itmfggdadpf9g4rw?pid=TSHFGGYCCVGNZ26Z&lid=LSTTSHFGGYCCVGNZ26ZV2044J&marketplace=FLIPKART&srno=s_5_167&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFGGYCCVGNZ26Z.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,3795,"Black, Grey",Short Sleeve,Round Neck,Pure Cotton,Regular Fit,5
Wrath,Solid Women Round Neck Light Blue T-Shirt,4.0,289.0,https://www.flipkart.com/wrath-solid-women-round-neck-light-blue-t-shirt/p/itm0fb59b72540e5?pid=TSHFPCVPWHNMANY6&lid=LSTTSHFPCVPWHNMANY6NWPGVF&marketplace=FLIPKART&srno=s_5_168&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFPCVPWHNMANY6.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,934,Light Blue,Half Sleeve,Round Neck,Pure Cotton,Regular,5
Affair,Solid Women Hooded Neck Pink T-Shirt,3.9,449.0,https://www.flipkart.com/affair-solid-women-hooded-neck-pink-t-shirt/p/itm751ea0e792a7b?pid=TSHFNGSHWFGRQHW9&lid=LSTTSHFNGSHWFGRQHW9WRF7F1&marketplace=FLIPKART&srno=s_5_169&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFNGSHWFGRQHW9.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,170,Pink,Full Sleeve,Hooded Neck,Cotton Blend,Regular,5
SharkTribe,Solid Women Turtle Neck Red T-Shirt,4.2,399.0,https://www.flipkart.com/sharktribe-solid-women-turtle-neck-red-t-shirt/p/itm867f9132687de?pid=TSHFAS7YKHH2J7XN&lid=LSTTSHFAS7YKHH2J7XN0PGERF&marketplace=FLIPKART&srno=s_5_170&otracker=search&otracker1=search&fm=organic&iid=en_LDsckV%2BE6e3HLoLUGKIR1kJWrFLUuwkhnNGP0SL6opz2CsVPV8QJERt6B%2Bd4fjaRHj%2B%2Bs3BE7rDFCodCeLta5A%3D%3D&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,1552,Burgandy,Full Sleeve,Turtle Neck,Cotton Blend,Regular,5
MIDAAS,Solid Women Round Neck Green T-Shirt,4.1,201.0,https://www.flipkart.com/midaas-solid-women-round-neck-green-t-shirt/p/itmf3ygjc6ctdszf?pid=TSHEXNRNQHEV4YJG&lid=LSTTSHEXNRNQHEV4YJGWRPMRU&marketplace=FLIPKART&srno=s_5_171&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHEXNRNQHEV4YJG.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,3427,Green,Half Sleeve,Round Neck,Cotton Blend,Regular Fit,5
MIDAAS,Solid Women Round Neck Blue T-Shirt,4.0,209.0,https://www.flipkart.com/midaas-solid-women-round-neck-blue-t-shirt/p/itmf3yhdwrmhuv24?pid=TSHF2NUJHHTPMAZ2&lid=LSTTSHF2NUJHHTPMAZ2Q7VZ4B&marketplace=FLIPKART&srno=s_5_172&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHF2NUJHHTPMAZ2.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,222,Blue,Short Sleeve,Round Neck,Cotton Blend,Regular Fit,5
MIDAAS,Printed Women Round Neck White T-Shirt,3.8,186.0,https://www.flipkart.com/midaas-printed-women-round-neck-white-t-shirt/p/itmf94k64bwzrutk?pid=TSHF944RA32UKNMN&lid=LSTTSHF944RA32UKNMNE9O5UU&marketplace=FLIPKART&srno=s_5_173&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHF944RA32UKNMN.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,178,White,Short Sleeve,Round Neck,Cotton Blend,Regular Fit,5
LEWEL,"Printed, Color Block Women Collared Neck Green, White, ...",4.1,419.0,https://www.flipkart.com/lewel-printed-color-block-women-collared-neck-green-white-black-t-shirt/p/itm62fedf78ac25c?pid=TSHFPCJYFUGCB4GH&lid=LSTTSHFPCJYFUGCB4GHJN2X6C&marketplace=FLIPKART&srno=s_5_174&otracker=search&otracker1=search&fm=organic&iid=en_LDsckV%2BE6e3HLoLUGKIR1kJWrFLUuwkhnNGP0SL6opz24lTqET0NoDgHwmeAkx8NywmnQ9%2FwKBGb7lKjCOPMzg%3D%3D&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,40,"Olive Green, White",Full Sleeve,Collared Neck,Pure Cotton,Regular,5
MIDAAS,"Solid Women Round Neck Dark Blue, Black T-Shirt",3.9,363.0,https://www.flipkart.com/midaas-solid-women-round-neck-dark-blue-black-t-shirt/p/itmf3yucuabwwwtp?pid=TSHF3FWERCGHXGKH&lid=LSTTSHF3FWERCGHXGKHRPLZF9&marketplace=FLIPKART&srno=s_5_175&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHF3FWERCGHXGKH.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,123,"Dark Blue, Black",Half Sleeve,Round Neck,Cotton Blend,Regular,5
Modeve,Printed Women Round Neck Blue T-Shirt,4.1,349.0,https://www.flipkart.com/modeve-printed-women-round-neck-blue-t-shirt/p/itmfbc5445f491da?pid=TSHFQKQHPY2QJ9CY&lid=LSTTSHFQKQHPY2QJ9CYOMZKTP&marketplace=FLIPKART&srno=s_5_176&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFQKQHPY2QJ9CY.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,259,Royal,Half Sleeve,Round Neck,Cotton Blend,Regular Fit,5
AG Fashion,Printed Women Round Neck Grey T-Shirt,3.9,299.0,https://www.flipkart.com/ag-fashion-printed-women-round-neck-grey-t-shirt/p/itm4efee542c0d86?pid=TSHFP7DJQDUX9YHG&lid=LSTTSHFP7DJQDUX9YHG4B98RI&marketplace=FLIPKART&srno=s_5_177&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFP7DJQDUX9YHG.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,1550,Dark Grey,Half Sleeve,Round Neck,Cotton Viscose Blend,regular,5
Vero Moda,Self Design Women Round Neck Blue T-Shirt,3.3,649.0,https://www.flipkart.com/vero-moda-self-design-women-round-neck-blue-t-shirt/p/itmfcmx3gg5huge6?pid=TSHFCMX3PMK4S8FA&lid=LSTTSHFCMX3PMK4S8FAJEDYFN&marketplace=FLIPKART&srno=s_5_178&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFCMX3PMK4S8FA.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,8,Navy Blazer,Short Sleeve,Round Neck,Polycotton,Regular,5
Levi's,"Polka Print Women Round Neck Black, Grey T-Shirt",4.5,1049.0,https://www.flipkart.com/levi-s-polka-print-women-round-neck-black-grey-t-shirt/p/itma4aaf9d9725ec?pid=TSHFNF7BEPNZTUU3&lid=LSTTSHFNF7BEPNZTUU37SZ4LF&marketplace=FLIPKART&srno=s_5_179&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFNF7BEPNZTUU3.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,43,Black & Grey,Short Sleeve,Round Neck,Pure Cotton,Regular,5
LEWEL,"Printed, Color Block Women Collared Neck Red, White, Bl...",4.1,419.0,https://www.flipkart.com/lewel-printed-color-block-women-collared-neck-red-white-black-t-shirt/p/itmc208163258e1b?pid=TSHFPCJYGFH4FGMA&lid=LSTTSHFPCJYGFH4FGMABXYAJI&marketplace=FLIPKART&srno=s_5_180&otracker=search&otracker1=search&fm=organic&iid=en_LDsckV%2BE6e3HLoLUGKIR1kJWrFLUuwkhnNGP0SL6opySRPmaVI5XjeW9f5lbn3Ig%2B6eNhC%2FtLjppjMg0AKo7cw%3D%3D&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,40,"Red, White",Full Sleeve,Collared Neck,Pure Cotton,Regular,5
LEWEL,"Printed, Geometric Print Women High Neck Pink, Black T-...",4.3,409.0,https://www.flipkart.com/lewel-printed-geometric-print-women-high-neck-pink-black-t-shirt/p/itm8bffc56221f18?pid=TSHFPCJYSZATVH2T&lid=LSTTSHFPCJYSZATVH2TDVNQYY&marketplace=FLIPKART&srno=s_5_181&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFPCJYSZATVH2T.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,443,Rose,Full Sleeve,High Neck,Pure Cotton,Regular,5
Levi's,Embroidered Women Round Neck Reversible White T-Shirt,4.6,955.0,https://www.flipkart.com/levi-s-embroidered-women-round-neck-reversible-white-t-shirt/p/itmfgxhkffhchhhm?pid=TSHFGXHUGVTGKXXQ&lid=LSTTSHFGXHUGVTGKXXQVTCL8C&marketplace=FLIPKART&srno=s_5_182&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFGXHUGVTGKXXQ.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,36,White,Half Sleeve,Round Neck,Pure Cotton,Regular,5
FLEXIMAA,"Printed Women Round Neck Black, Grey T-Shirt",4.0,449.0,https://www.flipkart.com/fleximaa-printed-women-round-neck-black-grey-t-shirt/p/itmf5g2jqgcyrgxb?pid=TSHF5BHSV2WQTTZJ&lid=LSTTSHF5BHSV2WQTTZJKYZDZ6&marketplace=FLIPKART&srno=s_5_183&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHF5BHSV2WQTTZJ.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,161,black-charcoal,Half Sleeve,Round Neck,Cotton Blend,Slim,5
SharkTribe,Solid Women Turtle Neck Yellow T-Shirt,4.2,399.0,https://www.flipkart.com/sharktribe-solid-women-turtle-neck-yellow-t-shirt/p/itmb4f56f21cf89a?pid=TSHFM3Y3UM7BDART&lid=LSTTSHFM3Y3UM7BDARTFVOXNA&marketplace=FLIPKART&srno=s_5_184&otracker=search&otracker1=search&fm=organic&iid=en_LDsckV%2BE6e3HLoLUGKIR1kJWrFLUuwkhnNGP0SL6opyOOQOBQ5R6FIeNwNqW4CjcKaD%2FxmCa2bJc6JBSTTgyrw%3D%3D&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,1552,Mustard,Full Sleeve,Turtle Neck,Cotton Blend,Slim Fit,5
VIVINKS,"Color Block Women Round Neck Black, Yellow T-Shirt",4.1,225.0,https://www.flipkart.com/vivinks-color-block-women-round-neck-black-yellow-t-shirt/p/itm600b0eb266e8c?pid=TSHFZ35HYQC8SX5P&lid=LSTTSHFZ35HYQC8SX5PTCJCE3&marketplace=FLIPKART&srno=s_5_185&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFZ35HYQC8SX5P.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,2085,Black-Yellow,Full Sleeve,Round Neck,Cotton Blend,Regular,5
VIVINKS,"Solid Women Round Neck Maroon, Yellow T-Shirt",4.1,288.0,https://www.flipkart.com/vivinks-solid-women-round-neck-maroon-yellow-t-shirt/p/itm8fe4b03cf2d34?pid=TSHFM57SXJMR3PCY&lid=LSTTSHFM57SXJMR3PCYCWTOKD&marketplace=FLIPKART&srno=s_5_186&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFM57SXJMR3PCY.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,2085,Maroon-Yellow,Full Sleeve,Round Neck,Cotton Blend,Regular,5
Metronaut,Printed Women Henley Neck Multicolor T-Shirt,4.0,389.0,https://www.flipkart.com/metronaut-printed-women-henley-neck-multicolor-t-shirt/p/itmf48kadhshhr4v?pid=TSHFK549F2DAP6UH&lid=LSTTSHFK549F2DAP6UHVKFT7U&marketplace=FLIPKART&srno=s_5_187&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFK549F2DAP6UH.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,1708,White-Red-Dark Blue,Half Sleeve,Henley Neck,Pure Cotton,Slim Fit,5
Leotude,Printed Women Round Neck Multicolor T-Shirt,4.4,699.0,https://www.flipkart.com/leotude-printed-women-round-neck-multicolor-t-shirt/p/itmb6e7c8757ef0c?pid=TSHFZQHCXZ8FYYNU&lid=LSTTSHFZQHCXZ8FYYNUVYIC3X&marketplace=FLIPKART&srno=s_5_188&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFZQHCXZ8FYYNU.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,25,"Red, Yellow",Short Sleeve,Round Neck,Cotton Blend,Regular Fit,5
Wrath,Solid Women Round Neck Blue T-Shirt,4.0,299.0,https://www.flipkart.com/wrath-solid-women-round-neck-blue-t-shirt/p/itmbb68f34a45afe?pid=TSHFPCVPP9THEHUT&lid=LSTTSHFPCVPP9THEHUTYZSKIZ&marketplace=FLIPKART&srno=s_5_189&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFPCVPP9THEHUT.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,934,Blue,Half Sleeve,Round Neck,Pure Cotton,Regular,5
Young Trendz,Abstract Women Round Neck Grey T-Shirt,3.9,249.0,https://www.flipkart.com/young-trendz-abstract-women-round-neck-grey-t-shirt/p/itmf3yvpehysavyb?pid=TSHEXAZGA3UVHUWX&lid=LSTTSHEXAZGA3UVHUWXUHNVEK&marketplace=FLIPKART&srno=s_5_190&otracker=search&otracker1=search&fm=organic&iid=en_LDsckV%2BE6e3HLoLUGKIR1kJWrFLUuwkhnNGP0SL6opy44%2BYltON97tfcDOxXPGUT5luswcLzbWBzOIXV%2Fe8SXw%3D%3D&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,609,Grey Melange,Full Sleeve,Round Neck,Cotton Blend,Smart Fit,5
VIVINKS,"Color Block Women Round Neck White, Brown T-Shirt",4.0,275.0,https://www.flipkart.com/vivinks-color-block-women-round-neck-white-brown-t-shirt/p/itmc6bc53466b1e2?pid=TSHFM54NXKVGVM6T&lid=LSTTSHFM54NXKVGVM6T3CASMP&marketplace=FLIPKART&srno=s_5_191&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFM54NXKVGVM6T.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,5024,Brown,Short Sleeve,Round Neck,Cotton Blend,Regular,5
Young Trendz,"Typography Women Round Neck Red, White T-Shirt",3.7,588.0,https://www.flipkart.com/young-trendz-typography-women-round-neck-red-white-t-shirt/p/itmca6138bd2cd46?pid=TSHFSK4SFB87FWNG&lid=LSTTSHFSK4SFB87FWNGJSYXXH&marketplace=FLIPKART&srno=s_5_192&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFSK4SFB87FWNG.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,148,WHITE-RED,Half Sleeve,Round Neck,Pure Cotton,Regular Fit,5
Modeve,Printed Women Round Neck Pink T-Shirt,4.1,349.0,https://www.flipkart.com/modeve-printed-women-round-neck-pink-t-shirt/p/itm349d0530997f7?pid=TSHFQKQHATJWPBCG&lid=LSTTSHFQKQHATJWPBCGCUBHNC&marketplace=FLIPKART&srno=s_5_193&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFQKQHATJWPBCG.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,260,Peach,Half Sleeve,Round Neck,Cotton Blend,Regular Fit,5
TT,Solid Women Round Neck Multicolor T-Shirt,4.0,461.0,https://www.flipkart.com/tt-solid-women-round-neck-multicolor-t-shirt/p/itm931de000b77bf?pid=TSHFZCYFSPMPPA8Y&lid=LSTTSHFZCYFSPMPPA8Y7WSBIU&marketplace=FLIPKART&srno=s_5_194&otracker=search&otracker1=search&fm=organic&iid=en_LDsckV%2BE6e3HLoLUGKIR1kJWrFLUuwkhnNGP0SL6opyM6gwtD9K3%2FYAM4AYAULHkWqdULGIEw7%2B%2Bj1uF8WSU5A%3D%3D&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,11,"NAVY, RED, YELLOW",Half Sleeve,Round Neck,Cotton Blend,Regular,5
MODEVE,Printed Women Round Neck Multicolor T-Shirt,4.1,799.0,https://www.flipkart.com/modeve-printed-women-round-neck-multicolor-t-shirt/p/itmffgw25pupyrzz?pid=TSHFD2AWEEHDBTMF&lid=LSTTSHFD2AWEEHDBTMF6VKI0U&marketplace=FLIPKART&srno=s_5_195&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFD2AWEEHDBTMF.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,4620,Light Pink Dark Blue and Parrot,Short Sleeve,Round Neck,Cotton Blend,regular,5
PRETTE,"Color Block Women Hooded Neck Red, Black T-Shirt",4.1,419.0,https://www.flipkart.com/prette-color-block-women-hooded-neck-red-black-t-shirt/p/itm3600f8fb3b50d?pid=TSHFNBJY5V4ZMZVP&lid=LSTTSHFNBJY5V4ZMZVPSLZNJX&marketplace=FLIPKART&srno=s_5_196&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFNBJY5V4ZMZVP.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,633,BLACK RED,Full Sleeve,Hooded Neck,Pure Cotton,REGULAR,5
V2 Retail Limited,Printed Women Round Neck Pink T-Shirt,4.1,199.0,https://www.flipkart.com/v2-retail-limited-printed-women-round-neck-pink-t-shirt/p/itme5824096ead7e?pid=TSHFS93N93QZ8EYM&lid=LSTTSHFS93N93QZ8EYMSXUXA7&marketplace=FLIPKART&srno=s_5_197&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFS93N93QZ8EYM.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,160,Pink,Half Sleeve,Round Neck,Cotton Blend,Regular,5
SharkTribe,Solid Women Polo Neck Beige T-Shirt,3.7,279.0,https://www.flipkart.com/sharktribe-solid-women-polo-neck-beige-t-shirt/p/itmfgateczejgzze?pid=TSHFG98YVEYTDXGV&lid=LSTTSHFG98YVEYTDXGVL4FNQE&marketplace=FLIPKART&srno=s_5_198&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFG98YVEYTDXGV.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,1120,Skin,Half Sleeve,Polo Neck,Pure Cotton,Slim Fit,5
Puma,Graphic Print Women Round Neck Purple T-Shirt,4.2,558.0,https://www.flipkart.com/puma-graphic-print-women-round-neck-purple-t-shirt/p/itmfgqhfazp5yvyd?pid=TSHFGQKHXZZDTGNP&lid=LSTTSHFGQKHXZZDTGNP72CZYE&marketplace=FLIPKART&srno=s_5_199&otracker=search&otracker1=search&fm=organic&iid=b3cd6b34-b0be-418d-9125-5d983089660e.TSHFGQKHXZZDTGNP.SEARCH&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,1159,sweet lavender,Half Sleeve,Round Neck,Cotton Blend,Regular,5
LEWEL,"Printed, Color Block Women Round Neck White, Black, Yel...",3.6,370.0,https://www.flipkart.com/lewel-printed-color-block-women-round-neck-white-black-yellow-t-shirt/p/itmd2fdefc111ef2?pid=TSHFPFGK6ECF9SG5&lid=LSTTSHFPFGK6ECF9SG5T1P2RH&marketplace=FLIPKART&srno=s_5_200&otracker=search&otracker1=search&fm=organic&iid=en_LDsckV%2BE6e3HLoLUGKIR1kJWrFLUuwkhnNGP0SL6opzkwv1dP35n%2F8u7t9NGKeAG6pZcMAebEeaWhAOzIT2cMQ%3D%3D&ssid=mj0kan38qo0000001594640542837&qH=745024300dc73418,19,White,Half Sleeve,Round Neck,Pure Cotton,Regular,5
Metronaut,Printed Women Henley Neck Dark Blue T-Shirt,4.0,295.0,https://www.flipkart.com/metronaut-printed-women-henley-neck-dark-blue-t-shirt/p/itmf63vtn2uygc5z?pid=TSHF5SHHYR78AHCH&lid=LSTTSHF5SHHYR78AHCHJHGLGO&marketplace=FLIPKART&srno=s_6_201&otracker=search&otracker1=search&fm=organic&iid=1e8c2927-41f5-4b2f-a073-dc60fc4c3dba.TSHF5SHHYR78AHCH.SEARCH&ssid=qwatbxmkb40000001594640573029&qH=745024300dc73418,4033,Navy,Half Sleeve,Henley Neck,Pure Cotton,Slim,6
Wrath,Solid Women Round Neck Grey T-Shirt,5.0,299.0,https://www.flipkart.com/wrath-solid-women-round-neck-grey-t-shirt/p/itm6d4691154dd0f?pid=TSHFPXYFSKFGJDWS&lid=LSTTSHFPXYFSKFGJDWSIUT2K0&marketplace=FLIPKART&srno=s_6_202&otracker=search&otracker1=search&fm=organic&iid=1e8c2927-41f5-4b2f-a073-dc60fc4c3dba.TSHFPXYFSKFGJDWS.SEARCH&ssid=qwatbxmkb40000001594640573029&qH=745024300dc73418,5,Grey,Half Sleeve,Round Neck,Pure Cotton,Regular,6
SharkTribe,Solid Women Turtle Neck Black T-Shirt,3.9,419.0,https://www.flipkart.com/sharktribe-solid-women-turtle-neck-black-t-shirt/p/itm8826807f86bb9?pid=TSHFNZP4JM5STQVH&lid=LSTTSHFNZP4JM5STQVHZINMLX&marketplace=FLIPKART&srno=s_6_203&otracker=search&otracker1=search&fm=organic&iid=1e8c2927-41f5-4b2f-a073-dc60fc4c3dba.TSHFNZP4JM5STQVH.SEARCH&ssid=qwatbxmkb40000001594640573029&qH=745024300dc73418,182,Black,Full Sleeve,Turtle Neck,Cotton Blend,Slim Fit,6
Young Trendz,Abstract Women Round Neck Black T-Shirt,4.0,249.0,https://www.flipkart.com/young-trendz-abstract-women-round-neck-black-t-shirt/p/itmf3yvpywg7ckbp?pid=TSHEX7GEWGXEKFNT&lid=LSTTSHEX7GEWGXEKFNTYHYSHE&marketplace=FLIPKART&srno=s_6_204&otracker=search&otracker1=search&fm=organic&iid=en_W3CGrCkS4J3TcPAKpdJ9chXX6zjyVXwuXqdgjID0%2Bg76Y3ByOKqjvxl1ePeUmzHk906arGXSpCoHiyf4bctfCA%3D%3D&ssid=qwatbxmkb40000001594640573029&qH=745024300dc73418,236,Black,Full Sleeve,Round Neck,Cotton Blend,Smart Fit,6
PRETTE,"Color Block Women Hooded Neck Dark Blue, Pink T-Shirt",3.9,395.0,https://www.flipkart.com/prette-color-block-women-hooded-neck-dark-blue-pink-t-shirt/p/itmfc80a1d66533d?pid=TSHFHZPMKQFSPMZM&lid=LSTTSHFHZPMKQFSPMZMWXEUYM&marketplace=FLIPKART&srno=s_6_205&otracker=search&otracker1=search&fm=organic&iid=1e8c2927-41f5-4b2f-a073-dc60fc4c3dba.TSHFHZPMKQFSPMZM.SEARCH&ssid=qwatbxmkb40000001594640573029&qH=745024300dc73418,871,NAVY PINK,Full Sleeve,Hooded Neck,Pure Cotton,REGULAR,6
Tap-in,Color Block Women Hooded Neck Maroon T-Shirt,4.1,345.0,https://www.flipkart.com/tap-in-color-block-women-hooded-neck-maroon-t-shirt/p/itm754ea8ec8015d?pid=TSHFN95KNXKEFUF9&lid=LSTTSHFN95KNXKEFUF9NUAJIU&marketplace=FLIPKART&srno=s_6_206&otracker=search&otracker1=search&fm=organic&iid=1e8c2927-41f5-4b2f-a073-dc60fc4c3dba.TSHFN95KNXKEFUF9.SEARCH&ssid=qwatbxmkb40000001594640573029&qH=745024300dc73418,2955,Maroon,Full Sleeve,Hooded Neck,Hosiery,Slim,6
