Brand Name,Shirt Name,Rating,Price,URL,No. of ratings,Colour,Sleeve,Neck,Material,Fit Type,PG
LEWEL,"Printed, Color Block Women Collared Neck Red, White, Bl...",4.1,419.0,https://www.flipkart.com/lewel-printed-color-block-women-collared-neck-red-white-black-t-shirt/p/itmc208163258e1b?pid=TSHFPCJYGFH4FGMA&lid=LSTTSHFPCJYGFH4FGMABXYAJI&marketplace=FLIPKART&srno=s_11_420&otracker=search&otracker1=search&fm=organic&iid=en_gyOyPz7WBYATMH9KE4cTcWfCub9g%2BvlqaCCPQEqfj8GZ7t0lqJaFHd84n6hMrfkn%2B6eNhC%2FtLjppjMg0AKo7cw%3D%3D&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,40,"Red, White",Full Sleeve,Collared Neck,Pure Cotton,Regular,11
Reifica,"Color Block, Striped Women Round Neck Multicolor T-Shir...",4.1,566.0,https://www.flipkart.com/reifica-color-block-striped-women-round-neck-multicolor-t-shirt/p/itm7725615963574?pid=TSHFH3R3KKTBTKBP&lid=LSTTSHFH3R3KKTBTKBPLX9OGQ&marketplace=FLIPKART&srno=s_11_421&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TSHFH3R3KKTBTKBP.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,522,"Yellow,Maroon-Black",Full Sleeve,Round Neck,Pure Cotton,Regular Fit,11
The Dry State,Color Block Women Round Neck Multicolor T-Shirt,4.1,629.0,https://www.flipkart.com/dry-state-color-block-women-round-neck-multicolor-t-shirt/p/itmf9e89a440cad1?pid=TSHFGEJZNGJGYEYZ&lid=LSTTSHFGEJZNGJGYEYZWDREKI&marketplace=FLIPKART&srno=s_11_422&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TSHFGEJZNGJGYEYZ.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,967,Multicolor2,Full Sleeve,Round Neck,Cotton Jersey,Slim,11
MIDAAS,Graphic Print Women Round Neck Grey T-Shirt,4.0,209.0,https://www.flipkart.com/midaas-graphic-print-women-round-neck-grey-t-shirt/p/itmf94pyz8nxyzfr?pid=TSHF94FGZRUQN368&lid=LSTTSHF94FGZRUQN3682ZQNYY&marketplace=FLIPKART&srno=s_11_423&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TSHF94FGZRUQN368.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,405,Grey Melange,Short Sleeve,Round Neck,Cotton Blend,Regular Fit,11
SharkTribe,Solid Women Turtle Neck Yellow T-Shirt,4.2,399.0,https://www.flipkart.com/sharktribe-solid-women-turtle-neck-yellow-t-shirt/p/itmb4f56f21cf89a?pid=TSHFM3Y3UM7BDART&lid=LSTTSHFM3Y3UM7BDARTFVOXNA&marketplace=FLIPKART&srno=s_11_424&otracker=search&otracker1=search&fm=organic&iid=en_gyOyPz7WBYATMH9KE4cTcWfCub9g%2BvlqaCCPQEqfj8GFVPrwpaHTQITm5nR269lFKaD%2FxmCa2bJc6JBSTTgyrw%3D%3D&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,1552,Mustard,Full Sleeve,Turtle Neck,Cotton Blend,Slim Fit,11
Nike,Printed Women Round Neck Black T-Shirt,4.2,1013.0,https://www.flipkart.com/nike-printed-women-round-neck-black-t-shirt/p/itm2c9a934eb46a7?pid=TOPFM42MASYYGCHS&lid=LSTTOPFM42MASYYGCHSHKCCMD&marketplace=FLIPKART&srno=s_11_425&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TOPFM42MASYYGCHS.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,23,Black,Short Sleeve,Round Neck,Polyester,Regular,11
Wrath,Solid Women Round Neck Orange T-Shirt,4.0,299.0,https://www.flipkart.com/wrath-solid-women-round-neck-orange-t-shirt/p/itm6cbf3c11d75a3?pid=TSHFPZ7Z2MHHH4YA&lid=LSTTSHFPZ7Z2MHHH4YA84WBYI&marketplace=FLIPKART&srno=s_11_426&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TSHFPZ7Z2MHHH4YA.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,483,Orange,3/4 Sleeve,Round Neck,Pure Cotton,Regular,11
SharkTribe,Solid Women Polo Neck Pink T-Shirt,4.1,369.0,https://www.flipkart.com/sharktribe-solid-women-polo-neck-pink-t-shirt/p/itm8ed1c1fa01734?pid=TSHFSK8VK8FZK8XZ&lid=LSTTSHFSK8VK8FZK8XZFCGRX2&marketplace=FLIPKART&srno=s_11_427&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TSHFSK8VK8FZK8XZ.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,39,Fushia,Half Sleeve,Polo Neck,Pure Cotton,Slim Fit,11
Only,Printed Women Round Neck Brown T-Shirt,4.2,649.0,https://www.flipkart.com/only-printed-women-round-neck-brown-t-shirt/p/itmfeawvfeh9bfdu?pid=TSHFEAWUR4GYX6MU&lid=LSTTSHFEAWUR4GYX6MUAJK1OD&marketplace=FLIPKART&srno=s_11_428&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TSHFEAWUR4GYX6MU.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,16,Crocodile,Short Sleeve,Round Neck,Polycotton,Regular,11
Puma,Embroidered Women Round Neck Green T-Shirt,3.5,1079.0,https://www.flipkart.com/puma-embroidered-women-round-neck-green-t-shirt/p/itm5b5da40a7ae7c?pid=TSHFP5FCW3GXN32Z&lid=LSTTSHFP5FCW3GXN32ZXVKVO3&marketplace=FLIPKART&srno=s_11_429&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TSHFP5FCW3GXN32Z.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,4,Mist Green.,Short Sleeve,Round Neck,Cotton Blend,Regular,11
Young Trendz,Abstract Women Round Neck Grey T-Shirt,3.9,249.0,https://www.flipkart.com/young-trendz-abstract-women-round-neck-grey-t-shirt/p/itmf3yvpehysavyb?pid=TSHEXAZGA3UVHUWX&lid=LSTTSHEXAZGA3UVHUWXUHNVEK&marketplace=FLIPKART&srno=s_11_430&otracker=search&otracker1=search&fm=organic&iid=en_gyOyPz7WBYATMH9KE4cTcWfCub9g%2BvlqaCCPQEqfj8GB0Z5ALJVOlpm%2BiYB64NX75luswcLzbWBzOIXV%2Fe8SXw%3D%3D&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,609,Grey Melange,Full Sleeve,Round Neck,Cotton Blend,Smart Fit,11
Levi's,Printed Women Round Neck Reversible White T-Shirt,4.1,866.0,https://www.flipkart.com/levi-s-printed-women-round-neck-reversible-white-t-shirt/p/itmfgxhkjsdhggdy?pid=TSHFGXHK6F7YRDWY&lid=LSTTSHFGXHK6F7YRDWYRIQTHV&marketplace=FLIPKART&srno=s_11_431&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TSHFGXHK6F7YRDWY.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,58,White,Short Sleeve,Round Neck,Pure Cotton,Regular,11
Calvin Klein Jeans,Embroidered Women Round Neck Black T-Shirt,,2810.0,https://www.flipkart.com/calvin-klein-jeans-embroidered-women-round-neck-black-t-shirt/p/itm186f55944e21f?pid=TSHFP75SERFMZTCH&lid=LSTTSHFP75SERFMZTCH3MU3ZH&marketplace=FLIPKART&srno=s_11_432&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TSHFP75SERFMZTCH.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,,Black Beauty 19-3911,Short Sleeve,Round Neck,Cotton Lycra Blend,Slim,11
Dillinger,Printed Women Round Neck Maroon T-Shirt,3.9,299.0,https://www.flipkart.com/dillinger-printed-women-round-neck-maroon-t-shirt/p/itm3bf2d799b93d1?pid=TSHFMFDBTYHZDAF7&lid=LSTTSHFMFDBTYHZDAF7VVCO6M&marketplace=FLIPKART&srno=s_11_433&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TSHFMFDBTYHZDAF7.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,170,Maroon,Half Sleeve,Round Neck,Pure Cotton,Boxy,11
TT,Solid Women Round Neck Multicolor T-Shirt,4.0,461.0,https://www.flipkart.com/tt-solid-women-round-neck-multicolor-t-shirt/p/itm931de000b77bf?pid=TSHFZCYFSPMPPA8Y&lid=LSTTSHFZCYFSPMPPA8Y7WSBIU&marketplace=FLIPKART&srno=s_11_434&otracker=search&otracker1=search&fm=organic&iid=en_gyOyPz7WBYATMH9KE4cTcWfCub9g%2BvlqaCCPQEqfj8HdPLMFanGbniLyCy%2BbyGUrWqdULGIEw7%2B%2Bj1uF8WSU5A%3D%3D&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,11,"NAVY, RED, YELLOW",Half Sleeve,Round Neck,Cotton Blend,Regular,11
MIDAAS,"Solid Women Round Neck Maroon, Grey T-Shirt",3.9,392.0,https://www.flipkart.com/midaas-solid-women-round-neck-maroon-grey-t-shirt/p/itmf3yucycx6ueu3?pid=TSHF3FWFGFD4WGHQ&lid=LSTTSHF3FWFGFD4WGHQGKJ1KQ&marketplace=FLIPKART&srno=s_11_435&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TSHF3FWFGFD4WGHQ.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,298,"Maroon, Grey",Half Sleeve,Round Neck,Cotton Blend,Regular,11
Puma,Printed Women Round Neck Black T-Shirt,4.3,672.0,https://www.flipkart.com/puma-printed-women-round-neck-black-t-shirt/p/itm4217fd7f1935c?pid=TSHFGGPF3YBE7H3F&lid=LSTTSHFGGPF3YBE7H3FWVLEMN&marketplace=FLIPKART&srno=s_11_436&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TSHFGGPF3YBE7H3F.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,231,cotton black,Short Sleeve,Round Neck,Cotton Blend,Regular,11
Broadstar,Printed Women Round Neck Purple T-Shirt,4.0,399.0,https://www.flipkart.com/broadstar-printed-women-round-neck-purple-t-shirt/p/itmfhvhnyc6y3fpc?pid=TSHFHTTAQNNFVNXD&lid=LSTTSHFHTTAQNNFVNXDMXMN2M&marketplace=FLIPKART&srno=s_11_437&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TSHFHTTAQNNFVNXD.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,1505,Purple,Half Sleeve,Round Neck,Cotton Lycra Blend,Regular Fit,11
Modeve,Printed Women Round Neck Light Blue T-Shirt,4.1,349.0,https://www.flipkart.com/modeve-printed-women-round-neck-light-blue-t-shirt/p/itm395301158d8e5?pid=TSHFQKQHMVB8EYWP&lid=LSTTSHFQKQHMVB8EYWPA5AHIC&marketplace=FLIPKART&srno=s_11_438&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TSHFQKQHMVB8EYWP.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,260,Light Blue,Half Sleeve,Round Neck,Cotton Blend,Regular Fit,11
Ap'pulse,"Solid Women V Neck Dark Blue, Black, Grey T-Shirt",4.2,629.0,https://www.flipkart.com/ap-pulse-solid-women-v-neck-dark-blue-black-grey-t-shirt/p/itmf3yuy95srp6uh?pid=TSHEUY9WBGZUCZKU&lid=LSTTSHEUY9WBGZUCZKUIODUCF&marketplace=FLIPKART&srno=s_11_439&otracker=search&otracker1=search&fm=organic&iid=c9acb793-b5e6-4acc-864d-6325aa7b7dbb.TSHEUY9WBGZUCZKU.SEARCH&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,1622,Black/Amel/Navy,Half Sleeve,V Neck,Cotton Blend,Regular Fit,11
LEWEL,"Printed, Color Block Women Round Neck White, Black, Yel...",3.6,370.0,https://www.flipkart.com/lewel-printed-color-block-women-round-neck-white-black-yellow-t-shirt/p/itmd2fdefc111ef2?pid=TSHFPFGK6ECF9SG5&lid=LSTTSHFPFGK6ECF9SG5T1P2RH&marketplace=FLIPKART&srno=s_11_440&otracker=search&otracker1=search&fm=organic&iid=en_gyOyPz7WBYATMH9KE4cTcWfCub9g%2BvlqaCCPQEqfj8HTZQVvt2MXNlf3%2BICzvZFb6pZcMAebEeaWhAOzIT2cMQ%3D%3D&ssid=893uc7338g0000001594640719859&qH=745024300dc73418,19,White,Half Sleeve,Round Neck,Pure Cotton,Regular,11
Nike,Printed Women Round Neck Black T-Shirt,4.2,1013.0,https://www.flipkart.com/nike-printed-women-round-neck-black-t-shirt/p/itm2c9a934eb46a7?pid=TOPFM42MASYYGCHS&lid=LSTTOPFM42MASYYGCHSHKCCMD&marketplace=FLIPKART&srno=s_12_441&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TOPFM42MASYYGCHS.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,23,Black,Short Sleeve,Round Neck,Polyester,Regular,12
Levi's,Printed Women Round Neck Reversible White T-Shirt,4.1,866.0,https://www.flipkart.com/levi-s-printed-women-round-neck-reversible-white-t-shirt/p/itmfgxhkjsdhggdy?pid=TSHFGXHK6F7YRDWY&lid=LSTTSHFGXHK6F7YRDWYRIQTHV&marketplace=FLIPKART&srno=s_12_442&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHFGXHK6F7YRDWY.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,58,White,Short Sleeve,Round Neck,Pure Cotton,Regular,12
Calvin Klein Jeans,Embroidered Women Round Neck Black T-Shirt,,2810.0,https://www.flipkart.com/calvin-klein-jeans-embroidered-women-round-neck-black-t-shirt/p/itm186f55944e21f?pid=TSHFP75SERFMZTCH&lid=LSTTSHFP75SERFMZTCH3MU3ZH&marketplace=FLIPKART&srno=s_12_443&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHFP75SERFMZTCH.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,,Black Beauty 19-3911,Short Sleeve,Round Neck,Cotton Lycra Blend,Slim,12
Young Trendz,Abstract Women Round Neck Black T-Shirt,4.0,249.0,https://www.flipkart.com/young-trendz-abstract-women-round-neck-black-t-shirt/p/itmf3yvpywg7ckbp?pid=TSHEX7GEWGXEKFNT&lid=LSTTSHEX7GEWGXEKFNTYHYSHE&marketplace=FLIPKART&srno=s_12_444&otracker=search&otracker1=search&fm=organic&iid=en_SgOARmTv%2Fw4DiNARr%2B3dOrdMVgAsqXTSdOpI6XV7Ak6IzWz%2FVwvijp1LfxsNBIRP906arGXSpCoHiyf4bctfCA%3D%3D&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,236,Black,Full Sleeve,Round Neck,Cotton Blend,Smart Fit,12
Dillinger,Printed Women Round Neck Maroon T-Shirt,3.9,299.0,https://www.flipkart.com/dillinger-printed-women-round-neck-maroon-t-shirt/p/itm3bf2d799b93d1?pid=TSHFMFDBTYHZDAF7&lid=LSTTSHFMFDBTYHZDAF7VVCO6M&marketplace=FLIPKART&srno=s_12_445&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHFMFDBTYHZDAF7.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,170,Maroon,Half Sleeve,Round Neck,Pure Cotton,Boxy,12
MIDAAS,"Solid Women Round Neck Maroon, Grey T-Shirt",3.9,392.0,https://www.flipkart.com/midaas-solid-women-round-neck-maroon-grey-t-shirt/p/itmf3yucycx6ueu3?pid=TSHF3FWFGFD4WGHQ&lid=LSTTSHF3FWFGFD4WGHQGKJ1KQ&marketplace=FLIPKART&srno=s_12_446&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHF3FWFGFD4WGHQ.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,298,"Maroon, Grey",Half Sleeve,Round Neck,Cotton Blend,Regular,12
FLEXIMAA,Solid Women V-neck Black T-Shirt,3.9,274.0,https://www.flipkart.com/fleximaa-solid-women-v-neck-black-t-shirt/p/itmf3yvzmpsjqdgu?pid=TSHEUJZ8ACU9YPAG&lid=LSTTSHEUJZ8ACU9YPAG48GAHE&marketplace=FLIPKART&srno=s_12_447&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHEUJZ8ACU9YPAG.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,1258,Black,Full Sleeve,V-neck,Cotton Blend,Regular,12
Puma,Printed Women Round Neck Black T-Shirt,4.3,672.0,https://www.flipkart.com/puma-printed-women-round-neck-black-t-shirt/p/itm4217fd7f1935c?pid=TSHFGGPF3YBE7H3F&lid=LSTTSHFGGPF3YBE7H3FWVLEMN&marketplace=FLIPKART&srno=s_12_448&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHFGGPF3YBE7H3F.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,231,cotton black,Short Sleeve,Round Neck,Cotton Blend,Regular,12
Broadstar,Printed Women Round Neck Purple T-Shirt,4.0,399.0,https://www.flipkart.com/broadstar-printed-women-round-neck-purple-t-shirt/p/itmfhvhnyc6y3fpc?pid=TSHFHTTAQNNFVNXD&lid=LSTTSHFHTTAQNNFVNXDMXMN2M&marketplace=FLIPKART&srno=s_12_449&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHFHTTAQNNFVNXD.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,1505,Purple,Half Sleeve,Round Neck,Cotton Lycra Blend,Regular Fit,12
SharkTribe,Solid Women Turtle Neck Red T-Shirt,4.2,399.0,https://www.flipkart.com/sharktribe-solid-women-turtle-neck-red-t-shirt/p/itm867f9132687de?pid=TSHFAS7YKHH2J7XN&lid=LSTTSHFAS7YKHH2J7XN0PGERF&marketplace=FLIPKART&srno=s_12_450&otracker=search&otracker1=search&fm=organic&iid=en_SgOARmTv%2Fw4DiNARr%2B3dOrdMVgAsqXTSdOpI6XV7Ak5QaXl8LC%2FkAbvMjWy1EkIvHj%2B%2Bs3BE7rDFCodCeLta5A%3D%3D&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,1552,Burgandy,Full Sleeve,Turtle Neck,Cotton Blend,Regular,12
Modeve,Printed Women Round Neck Light Blue T-Shirt,4.1,349.0,https://www.flipkart.com/modeve-printed-women-round-neck-light-blue-t-shirt/p/itm395301158d8e5?pid=TSHFQKQHMVB8EYWP&lid=LSTTSHFQKQHMVB8EYWPA5AHIC&marketplace=FLIPKART&srno=s_12_451&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHFQKQHMVB8EYWP.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,260,Light Blue,Half Sleeve,Round Neck,Cotton Blend,Regular Fit,12
Ap'pulse,"Solid Women V Neck Dark Blue, Black, Grey T-Shirt",4.2,629.0,https://www.flipkart.com/ap-pulse-solid-women-v-neck-dark-blue-black-grey-t-shirt/p/itmf3yuy95srp6uh?pid=TSHEUY9WBGZUCZKU&lid=LSTTSHEUY9WBGZUCZKUIODUCF&marketplace=FLIPKART&srno=s_12_452&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHEUY9WBGZUCZKU.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,1622,Black/Amel/Navy,Half Sleeve,V Neck,Cotton Blend,Regular Fit,12
ADIDAS,Solid Women Round Neck Blue T-Shirt,3.9,1049.0,https://www.flipkart.com/adidas-solid-women-round-neck-blue-t-shirt/p/itm8e0ca934ab06b?pid=TSHFK5ZCTXZAWX4Z&lid=LSTTSHFK5ZCTXZAWX4ZFVIVLW&marketplace=FLIPKART&srno=s_12_453&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHFK5ZCTXZAWX4Z.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,14,ACTTEA,Short Sleeve,Round Neck,Polyester Blend,Regular,12
SharkTribe,Solid Women Turtle Neck Yellow T-Shirt,4.2,399.0,https://www.flipkart.com/sharktribe-solid-women-turtle-neck-yellow-t-shirt/p/itmb4f56f21cf89a?pid=TSHFM3Y3UM7BDART&lid=LSTTSHFM3Y3UM7BDARTFVOXNA&marketplace=FLIPKART&srno=s_12_454&otracker=search&otracker1=search&fm=organic&iid=en_SgOARmTv%2Fw4DiNARr%2B3dOrdMVgAsqXTSdOpI6XV7Ak6xwCmmXeksN43N8I8qS9VZKaD%2FxmCa2bJc6JBSTTgyrw%3D%3D&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,1552,Mustard,Full Sleeve,Turtle Neck,Cotton Blend,Slim Fit,12
People,Printed Women Round Neck Beige T-Shirt,4.0,399.0,https://www.flipkart.com/people-printed-women-round-neck-beige-t-shirt/p/itmfch92fncmt6zk?pid=TSHFCH7TMFQZPGYM&lid=LSTTSHFCH7TMFQZPGYMOXAARK&marketplace=FLIPKART&srno=s_12_455&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHFCH7TMFQZPGYM.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,149,Beige,Short Sleeve,Round Neck,Cotton Blend,Regular Fit,12
BASE 41,Color Block Women Round Neck Multicolor T-Shirt,3.8,299.0,https://www.flipkart.com/base-41-color-block-women-round-neck-multicolor-t-shirt/p/itmd7d453631901b?pid=TSHFP76NF7D5QDYF&lid=LSTTSHFP76NF7D5QDYF9JS5MN&marketplace=FLIPKART&srno=s_12_456&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHFP76NF7D5QDYF.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,20,RED,Half Sleeve,Round Neck,Hosiery,SLIM,12
Tap in,Color Block Women Round Neck Red T-Shirt,4.0,288.0,https://www.flipkart.com/tap-color-block-women-round-neck-red-t-shirt/p/itmb1c7aac785aaa?pid=TSHFHHZZGFWCY6BF&lid=LSTTSHFHHZZGFWCY6BFKVOQGD&marketplace=FLIPKART&srno=s_12_457&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHFHHZZGFWCY6BF.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,1193,Red,Half Sleeve,Round Neck,Hosiery,Slim,12
Denizen From Levi's,Self Design Women Round Neck Blue T-Shirt,4.2,387.0,https://www.flipkart.com/denizen-self-design-women-round-neck-blue-t-shirt/p/itmfhcyzgzj6qru6?pid=TSHFHCYZMDZQMENG&lid=LSTTSHFHCYZMDZQMENGHU9VN3&marketplace=FLIPKART&srno=s_12_458&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHFHCYZMDZQMENG.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,45,Blue,Short Sleeve,Round Neck,Cotton Blend,Regular,12
Young Trendz,Graphic Print Women Round Neck Black T-Shirt,3.7,249.0,https://www.flipkart.com/young-trendz-graphic-print-women-round-neck-black-t-shirt/p/itmf3yh9yn5edths?pid=TSHEXAPBPPZZQWFU&lid=LSTTSHEXAPBPPZZQWFU9WCF5S&marketplace=FLIPKART&srno=s_12_459&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHEXAPBPPZZQWFU.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,69,Black,3/4 Sleeve,Round Neck,Cotton Blend,Smart Fit,12
LEWEL,"Printed, Color Block Women Collared Neck Green, White, ...",4.1,419.0,https://www.flipkart.com/lewel-printed-color-block-women-collared-neck-green-white-black-t-shirt/p/itm62fedf78ac25c?pid=TSHFPCJYFUGCB4GH&lid=LSTTSHFPCJYFUGCB4GHJN2X6C&marketplace=FLIPKART&srno=s_12_460&otracker=search&otracker1=search&fm=organic&iid=en_SgOARmTv%2Fw4DiNARr%2B3dOrdMVgAsqXTSdOpI6XV7Ak6w4feC6fgqCglXW4F0%2Fm4YywmnQ9%2FwKBGb7lKjCOPMzg%3D%3D&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,40,"Olive Green, White",Full Sleeve,Collared Neck,Pure Cotton,Regular,12
Metronaut,Typography Women Round Neck Multicolor T-Shirt,3.6,549.0,https://www.flipkart.com/metronaut-typography-women-round-neck-multicolor-t-shirt/p/itmb1238d5265970?pid=TSHFSRYQKCVXDEZA&lid=LSTTSHFSRYQKCVXDEZASKLLOC&marketplace=FLIPKART&srno=s_12_461&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHFSRYQKCVXDEZA.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,11,Multicolor,Short Sleeve,Round Neck,Pure Cotton,Slim Fit,12
Ap'pulse,"Solid Women V Neck Maroon, Pink, Grey T-Shirt",4.2,629.0,https://www.flipkart.com/ap-pulse-solid-women-v-neck-maroon-pink-grey-t-shirt/p/itmf3yuywpmshzpf?pid=TSHEUY9XRHJBMNPN&lid=LSTTSHEUY9XRHJBMNPNMG6SPK&marketplace=FLIPKART&srno=s_12_462&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHEUY9XRHJBMNPN.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,1622,Maroon/DkPink/Gmel,Half Sleeve,V Neck,Cotton Blend,Regular Fit,12
Metronaut,Printed Women Henley Neck Dark Blue T-Shirt,4.1,314.0,https://www.flipkart.com/metronaut-printed-women-henley-neck-dark-blue-t-shirt/p/itmf48kagmst42sz?pid=TSHF48KAGT2NHG5N&lid=LSTTSHF48KAGT2NHG5NYYB0KT&marketplace=FLIPKART&srno=s_12_463&otracker=search&otracker1=search&fm=organic&iid=f6517f80-1d4d-4bb6-8c64-32d5fd0b0014.TSHF48KAGT2NHG5N.SEARCH&ssid=8egvn616m80000001594640750663&qH=745024300dc73418,452,Dark Blue,Half Sleeve,Henley Neck,Pure Cotton,Slim Fit,12
